PG_ID,Location,Latitude,Longitude,Distance_From_Center_KM,Rent,Sharing,Gender,Meals_Per_Day,Weekend_Food,WiFi,AC,Laundry,Parking,Housekeeping,Lift,Security,CCTV,Power_Backup,Drinking_Water,Floors,Food_Type,Pets_Allowed,Visitors_Allowed,Smoking_Area,Curfew_Time,Available_From,Availability
716,sahakar nagar,13.06,77.58,3.36,13775,Single,Co-ed,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,2,Non-Veg,No,No,Yes,11:00 PM,12-05-2026,Full
717,hennur,13.05,77.64,5.06,14153,Single,Co-ed,3,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,4,Both,No,Yes,No,9:00 PM,04-05-2026,Full
718,sahakar nagar,13.06,77.58,3.36,6785,Triple,Co-ed,2,No,Yes,No,No,No,No,No,No,Yes,No,Yes,3,Non-Veg,Yes,Yes,No,10:00 PM,05-05-2026,Full
719,bagalur,13.12,77.65,11.12,6363,Triple,Girls,3,No,Yes,No,No,No,No,No,No,No,No,Yes,3,Veg,No,Yes,No,11:00 PM,10-05-2026,Available
720,kammanahalli,13.02,77.635,4.53,4796,Triple,Boys,3,No,No,No,No,No,No,No,No,Yes,No,Yes,1,Veg,No,No,Yes,11:00 PM,12-05-2026,Available
721,hennur,13.05,77.64,5.06,11773,Single,Girls,3,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,4,Veg,No,No,No,11:00 PM,13-05-2026,Full
722,rt nagar,13.022,77.594,1.48,7884,Triple,Boys,2,No,No,No,No,No,No,No,No,Yes,Yes,Yes,5,Veg,Yes,Yes,No,11:00 PM,24-04-2026,Full
723,thanisandra,13.05,77.62,3.05,18835,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,2,Veg,No,Yes,No,11:00 PM,03-05-2026,Full
724,vidyaranyapura,13.08,77.55,7.22,6781,Double,Boys,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,Non-Veg,Yes,Yes,No,No Curfew,05-05-2026,Full
725,kammanahalli,13.02,77.635,4.53,7118,Triple,Girls,3,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,4,Veg,No,Yes,Yes,9:00 PM,25-04-2026,Full
726,hebbal,13.035,77.597,0,9234,Double,Girls,3,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,3,Both,No,Yes,Yes,No Curfew,13-05-2026,Full
727,vidyaranyapura,13.08,77.55,7.22,10111,Double,Boys,2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,2,Both,Yes,No,Yes,10:00 PM,14-05-2026,Available
728,nagawara,13.04,77.62,2.61,6470,Triple,Boys,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,Veg,No,Yes,No,No Curfew,30-04-2026,Full
729,rt nagar,13.022,77.594,1.48,7535,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,3,Non-Veg,No,Yes,Yes,11:00 PM,30-04-2026,Full
730,kodigehalli,13.07,77.58,4.32,6467,Triple,Girls,3,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,1,Both,Yes,No,No,10:00 PM,17-05-2026,Available
731,thanisandra,13.05,77.62,3.05,12385,Single,Co-ed,3,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,Both,No,Yes,Yes,10:00 PM,23-04-2026,Available
732,kodigehalli,13.07,77.58,4.32,6865,Double,Boys,3,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,2,Veg,Yes,Yes,No,10:00 PM,16-05-2026,Full
733,hebbal,13.035,77.597,0,7603,Triple,Boys,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,2,Veg,No,Yes,Yes,9:00 PM,21-04-2026,Full
734,kothanur,13.06,77.65,6.5,7121,Double,Girls,3,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,2,Non-Veg,No,Yes,No,11:00 PM,08-05-2026,Available
735,hennur,13.05,77.64,5.06,14300,Single,Girls,3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,Both,No,No,No,11:00 PM,17-05-2026,Available
736,hebbal,13.035,77.597,0,15075,Single,Co-ed,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Non-Veg,No,Yes,No,11:00 PM,06-05-2026,Available
737,horamavu,13.03,77.67,8.12,18873,Single,Co-ed,2,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,3,Non-Veg,Yes,Yes,Yes,10:00 PM,05-05-2026,Available
738,hebbal,13.035,77.597,0,6493,Double,Co-ed,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,Veg,No,No,No,11:00 PM,18-05-2026,Available
739,kammanahalli,13.02,77.635,4.53,12247,Single,Boys,2,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,4,Non-Veg,No,Yes,Yes,9:00 PM,04-05-2026,Available
740,sahakar nagar,13.06,77.58,3.36,10311,Double,Girls,3,No,No,No,Yes,No,No,No,Yes,No,No,Yes,2,Veg,Yes,Yes,No,10:00 PM,06-05-2026,Available
741,kodigehalli,13.07,77.58,4.32,4099,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,No,Yes,2,Both,No,No,No,No Curfew,20-05-2026,Full
742,hebbal,13.035,77.597,0,5689,Triple,Girls,2,No,No,No,No,Yes,No,No,No,No,No,Yes,3,Non-Veg,No,No,No,9:00 PM,06-05-2026,Full
743,sahakar nagar,13.06,77.58,3.36,6366,Double,Boys,3,No,No,No,Yes,No,No,No,No,No,Yes,Yes,5,Non-Veg,No,No,No,11:00 PM,14-05-2026,Full
744,nagawara,13.04,77.62,2.61,16446,Single,Co-ed,2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,Both,No,Yes,Yes,9:00 PM,03-05-2026,Available
745,bagalur,13.12,77.65,11.12,7987,Double,Boys,3,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,1,Both,Yes,Yes,No,No Curfew,01-05-2026,Available
746,kothanur,13.06,77.65,6.5,7499,Double,Co-ed,2,No,No,No,No,Yes,No,No,No,No,Yes,Yes,4,Both,No,No,No,10:00 PM,20-05-2026,Available
747,horamavu,13.03,77.67,8.12,6617,Triple,Girls,3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,1,Veg,No,No,No,11:00 PM,08-05-2026,Available
748,hennur,13.05,77.64,5.06,4034,Triple,Co-ed,2,No,No,No,No,No,No,No,No,No,No,Yes,3,Both,Yes,No,No,10:00 PM,27-04-2026,Full
749,sahakar nagar,13.06,77.58,3.36,11543,Double,Co-ed,2,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,5,Non-Veg,No,No,No,10:00 PM,25-04-2026,Full
750,nagawara,13.04,77.62,2.61,6666,Double,Boys,2,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,4,Non-Veg,No,Yes,No,No Curfew,29-04-2026,Full
751,hebbal,13.035,77.597,0,7908,Triple,Co-ed,3,No,No,No,Yes,Yes,No,No,No,No,No,Yes,4,Veg,No,Yes,Yes,10:00 PM,22-04-2026,Available
752,rt nagar,13.022,77.594,1.48,6572,Triple,Co-ed,2,No,Yes,No,No,No,Yes,No,No,No,No,Yes,1,Veg,Yes,No,No,9:00 PM,09-05-2026,Available
753,vidyaranyapura,13.08,77.55,7.22,12477,Single,Boys,3,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,5,Non-Veg,No,Yes,Yes,9:00 PM,18-05-2026,Full
754,thanisandra,13.05,77.62,3.05,10089,Single,Boys,2,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,2,Both,Yes,No,No,No Curfew,01-05-2026,Full
755,hebbal,13.035,77.597,0,13301,Single,Girls,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,3,Both,No,Yes,Yes,10:00 PM,12-05-2026,Available
756,kothanur,13.06,77.65,6.5,10561,Single,Boys,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,3,Both,Yes,Yes,No,No Curfew,10-05-2026,Available
757,jakkur,13.08,77.6,5.01,18815,Single,Boys,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,Both,No,Yes,Yes,No Curfew,26-04-2026,Full
758,jakkur,13.08,77.6,5.01,11938,Double,Co-ed,3,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,2,Veg,No,No,No,11:00 PM,21-04-2026,Available
759,kothanur,13.06,77.65,6.5,14106,Single,Girls,2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,Both,No,Yes,No,10:00 PM,21-04-2026,Full
760,rt nagar,13.022,77.594,1.48,8962,Double,Co-ed,3,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,3,Non-Veg,Yes,Yes,No,No Curfew,22-04-2026,Available
761,kothanur,13.06,77.65,6.5,7138,Triple,Girls,3,Yes,No,No,No,No,No,Yes,No,No,No,Yes,5,Both,No,Yes,No,9:00 PM,28-04-2026,Full
762,hennur,13.05,77.64,5.06,7867,Triple,Co-ed,2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,5,Both,No,Yes,Yes,9:00 PM,27-04-2026,Full
763,kalyan nagar,13.025,77.64,4.9,7639,Triple,Girls,2,Yes,No,No,Yes,No,No,No,No,No,No,Yes,5,Both,No,Yes,No,9:00 PM,19-05-2026,Full
764,kodigehalli,13.07,77.58,4.32,7414,Triple,Co-ed,3,No,No,No,No,No,No,No,Yes,No,No,Yes,5,Non-Veg,No,Yes,No,11:00 PM,19-05-2026,Available
765,vidyaranyapura,13.08,77.55,7.22,18883,Single,Boys,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,2,Veg,No,Yes,No,9:00 PM,21-04-2026,Full
766,horamavu,13.03,77.67,8.12,7037,Triple,Co-ed,3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,4,Veg,Yes,Yes,Yes,9:00 PM,15-05-2026,Full
767,kodigehalli,13.07,77.58,4.32,6396,Triple,Girls,3,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,1,Veg,Yes,Yes,No,10:00 PM,15-05-2026,Available
768,vidyaranyapura,13.08,77.55,7.22,6064,Double,Boys,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,3,Veg,Yes,No,Yes,9:00 PM,21-04-2026,Available
769,bagalur,13.12,77.65,11.12,16177,Single,Boys,2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,Veg,No,No,Yes,11:00 PM,23-04-2026,Available
770,bagalur,13.12,77.65,11.12,5571,Triple,Boys,3,No,No,Yes,No,No,No,No,No,No,No,Yes,2,Both,Yes,No,No,9:00 PM,08-05-2026,Available
771,kalyan nagar,13.025,77.64,4.9,12954,Single,Co-ed,2,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,5,Veg,Yes,No,No,10:00 PM,04-05-2026,Full
772,kalyan nagar,13.025,77.64,4.9,5565,Triple,Boys,3,No,No,Yes,No,No,No,No,No,No,Yes,Yes,4,Veg,Yes,Yes,No,10:00 PM,20-05-2026,Available
773,vidyaranyapura,13.08,77.55,7.22,5756,Triple,Boys,2,No,No,No,No,No,Yes,No,No,No,Yes,Yes,5,Veg,No,No,No,11:00 PM,08-05-2026,Available
774,nagawara,13.04,77.62,2.61,19743,Single,Boys,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,2,Veg,Yes,Yes,No,10:00 PM,29-04-2026,Full
775,rt nagar,13.022,77.594,1.48,11555,Single,Co-ed,2,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,1,Both,No,Yes,No,9:00 PM,21-04-2026,Available
776,kodigehalli,13.07,77.58,4.32,4788,Triple,Co-ed,2,No,No,No,No,No,No,No,No,No,No,Yes,2,Both,No,Yes,No,11:00 PM,29-04-2026,Available
777,bagalur,13.12,77.65,11.12,11758,Single,Boys,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,3,Veg,Yes,Yes,No,11:00 PM,25-04-2026,Available
778,kammanahalli,13.02,77.635,4.53,19419,Single,Co-ed,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Veg,No,No,Yes,9:00 PM,26-04-2026,Available
779,horamavu,13.03,77.67,8.12,9081,Double,Girls,2,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,2,Veg,No,Yes,Yes,11:00 PM,24-04-2026,Full
780,yelahanka,13.1,77.596,7.22,11256,Single,Boys,3,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,3,Veg,Yes,Yes,No,11:00 PM,08-05-2026,Full
781,hebbal,13.035,77.597,0,6285,Triple,Co-ed,2,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Both,Yes,Yes,No,No Curfew,29-04-2026,Available
782,kammanahalli,13.02,77.635,4.53,18859,Single,Co-ed,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Non-Veg,Yes,Yes,No,11:00 PM,09-05-2026,Available
783,rt nagar,13.022,77.594,1.48,5847,Triple,Co-ed,3,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,5,Non-Veg,No,Yes,No,9:00 PM,05-05-2026,Available
784,nagawara,13.04,77.62,2.61,16082,Single,Boys,3,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Both,No,Yes,No,No Curfew,17-05-2026,Full
785,kammanahalli,13.02,77.635,4.53,7204,Triple,Co-ed,3,Yes,No,No,No,No,No,No,No,Yes,No,Yes,4,Non-Veg,No,No,No,No Curfew,05-05-2026,Full
786,hebbal,13.035,77.597,0,12283,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,4,Non-Veg,Yes,Yes,No,9:00 PM,05-05-2026,Full
787,horamavu,13.03,77.67,8.12,11073,Single,Co-ed,2,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,2,Veg,Yes,No,Yes,No Curfew,04-05-2026,Full
788,thanisandra,13.05,77.62,3.05,6744,Triple,Co-ed,2,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,4,Veg,No,No,Yes,9:00 PM,25-04-2026,Available
789,thanisandra,13.05,77.62,3.05,12975,Single,Co-ed,3,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,Non-Veg,No,Yes,No,No Curfew,24-04-2026,Full
790,sahakar nagar,13.06,77.58,3.36,5891,Triple,Girls,3,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,1,Veg,No,Yes,Yes,9:00 PM,27-04-2026,Full
791,kammanahalli,13.02,77.635,4.53,7431,Double,Girls,2,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Non-Veg,Yes,Yes,No,No Curfew,02-05-2026,Full
792,jakkur,13.08,77.6,5.01,12364,Single,Co-ed,2,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,2,Veg,Yes,No,No,10:00 PM,02-05-2026,Available
793,hennur,13.05,77.64,5.06,8360,Double,Girls,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,5,Both,No,Yes,Yes,9:00 PM,19-05-2026,Full
794,hebbal,13.035,77.597,0,5066,Triple,Boys,2,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,5,Veg,Yes,Yes,Yes,10:00 PM,05-05-2026,Full
795,nagawara,13.04,77.62,2.61,8630,Double,Girls,2,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,1,Non-Veg,No,No,Yes,10:00 PM,10-05-2026,Available
796,yelahanka,13.1,77.596,7.22,9569,Single,Boys,2,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,2,Non-Veg,No,Yes,No,11:00 PM,17-05-2026,Available
797,vidyaranyapura,13.08,77.55,7.22,10658,Double,Boys,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,1,Both,No,Yes,Yes,No Curfew,23-04-2026,Full
798,jakkur,13.08,77.6,5.01,7542,Triple,Co-ed,3,No,Yes,Yes,No,No,No,No,No,No,No,Yes,2,Non-Veg,No,Yes,No,9:00 PM,28-04-2026,Available
799,sahakar nagar,13.06,77.58,3.36,7757,Triple,Co-ed,2,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,2,Veg,No,Yes,No,10:00 PM,19-05-2026,Full
800,kodigehalli,13.07,77.58,4.32,6580,Double,Co-ed,2,No,No,No,No,No,No,No,No,No,Yes,Yes,3,Non-Veg,Yes,Yes,No,No Curfew,20-05-2026,Available
801,horamavu,13.03,77.67,8.12,10758,Double,Girls,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,2,Non-Veg,Yes,Yes,No,No Curfew,25-04-2026,Available
802,sahakar nagar,13.06,77.58,3.36,13870,Single,Co-ed,2,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,3,Both,Yes,Yes,No,No Curfew,26-04-2026,Full
803,hennur,13.05,77.64,5.06,7140,Double,Girls,2,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,Both,Yes,No,No,9:00 PM,04-05-2026,Full
804,vidyaranyapura,13.08,77.55,7.22,10793,Double,Co-ed,2,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,3,Both,Yes,Yes,No,9:00 PM,05-05-2026,Available
805,nagawara,13.04,77.62,2.61,11586,Double,Girls,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,3,Veg,No,Yes,No,No Curfew,27-04-2026,Available
806,kothanur,13.06,77.65,6.5,6474,Triple,Girls,2,Yes,No,No,No,No,No,Yes,No,No,No,Yes,3,Veg,No,No,Yes,11:00 PM,16-05-2026,Available
807,nagawara,13.04,77.62,2.61,19715,Single,Girls,3,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2,Both,Yes,Yes,No,No Curfew,20-05-2026,Available
808,hennur,13.05,77.64,5.06,4018,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,No,Yes,2,Non-Veg,No,No,No,11:00 PM,14-05-2026,Available
809,hebbal,13.035,77.597,0,6281,Triple,Girls,2,No,No,No,No,No,No,Yes,No,No,No,Yes,5,Both,No,Yes,No,10:00 PM,22-04-2026,Available
810,jakkur,13.08,77.6,5.01,6109,Triple,Boys,3,No,No,No,No,No,No,No,No,No,No,Yes,3,Both,No,Yes,No,9:00 PM,26-04-2026,Full
811,hebbal,13.035,77.597,0,5755,Triple,Boys,3,No,No,No,No,Yes,No,No,No,Yes,No,Yes,5,Both,No,Yes,Yes,11:00 PM,05-05-2026,Available
812,kodigehalli,13.07,77.58,4.32,8736,Double,Boys,3,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,5,Both,No,No,Yes,9:00 PM,19-05-2026,Available
813,kalyan nagar,13.025,77.64,4.9,15541,Single,Co-ed,3,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,Both,Yes,Yes,No,No Curfew,15-05-2026,Full
814,kammanahalli,13.02,77.635,4.53,13174,Single,Boys,3,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,1,Non-Veg,No,Yes,No,11:00 PM,30-04-2026,Available
815,kalyan nagar,13.025,77.64,4.9,11495,Double,Boys,3,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,1,Non-Veg,No,No,Yes,11:00 PM,10-05-2026,Available
816,horamavu,13.03,77.67,8.12,19431,Single,Boys,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,Non-Veg,No,Yes,Yes,11:00 PM,27-04-2026,Available
817,rt nagar,13.022,77.594,1.48,7984,Triple,Co-ed,3,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Veg,No,No,No,9:00 PM,16-05-2026,Available
818,jakkur,13.08,77.6,5.01,6620,Triple,Boys,3,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,4,Non-Veg,No,No,Yes,11:00 PM,05-05-2026,Full
819,yelahanka,13.1,77.596,7.22,7918,Triple,Boys,2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,3,Veg,No,No,Yes,No Curfew,09-05-2026,Available
820,yelahanka,13.1,77.596,7.22,7417,Triple,Boys,2,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,4,Both,No,Yes,No,No Curfew,03-05-2026,Available
821,bagalur,13.12,77.65,11.12,4167,Triple,Girls,2,No,Yes,No,No,No,No,No,No,No,Yes,Yes,5,Both,Yes,Yes,No,11:00 PM,23-04-2026,Available
822,jakkur,13.08,77.6,5.01,13333,Single,Boys,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,Veg,No,Yes,No,11:00 PM,14-05-2026,Available
823,kodigehalli,13.07,77.58,4.32,5814,Triple,Co-ed,3,No,No,No,No,Yes,No,No,No,No,No,Yes,5,Veg,Yes,Yes,Yes,11:00 PM,05-05-2026,Available
824,jakkur,13.08,77.6,5.01,8941,Double,Boys,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,4,Both,No,No,Yes,No Curfew,28-04-2026,Full
825,kalyan nagar,13.025,77.64,4.9,17198,Single,Girls,3,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,1,Both,Yes,No,No,9:00 PM,09-05-2026,Full
826,hebbal,13.035,77.597,0,7718,Double,Girls,2,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,3,Veg,No,Yes,Yes,9:00 PM,19-05-2026,Full
827,bagalur,13.12,77.65,11.12,7088,Double,Girls,2,No,No,No,No,No,Yes,No,No,No,No,No,4,Non-Veg,Yes,No,No,9:00 PM,10-05-2026,Available
828,vidyaranyapura,13.08,77.55,7.22,7562,Double,Girls,2,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,2,Veg,No,Yes,Yes,No Curfew,21-04-2026,Available
829,jakkur,13.08,77.6,5.01,4579,Triple,Boys,2,No,No,No,No,No,No,No,Yes,No,No,Yes,4,Both,No,No,Yes,11:00 PM,09-05-2026,Full
830,rt nagar,13.022,77.594,1.48,5325,Triple,Boys,3,Yes,No,No,No,No,No,No,No,No,No,Yes,2,Veg,Yes,Yes,Yes,No Curfew,26-04-2026,Available
831,kammanahalli,13.02,77.635,4.53,7969,Double,Boys,3,Yes,Yes,No,No,No,No,No,No,Yes,No,No,4,Veg,No,No,Yes,No Curfew,16-05-2026,Full
832,vidyaranyapura,13.08,77.55,7.22,14578,Single,Co-ed,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,Veg,No,Yes,No,11:00 PM,23-04-2026,Full
833,vidyaranyapura,13.08,77.55,7.22,11431,Single,Girls,3,No,Yes,No,No,No,No,No,Yes,No,No,Yes,4,Both,No,No,No,10:00 PM,24-04-2026,Full
834,horamavu,13.03,77.67,8.12,9252,Single,Girls,3,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,Both,No,Yes,No,No Curfew,23-04-2026,Available
835,hennur,13.05,77.64,5.06,7493,Triple,Boys,3,No,Yes,No,No,Yes,No,No,No,No,No,Yes,5,Non-Veg,No,Yes,Yes,No Curfew,29-04-2026,Full
836,hebbal,13.035,77.597,0,13325,Single,Girls,3,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Non-Veg,No,Yes,No,9:00 PM,10-05-2026,Available
837,kodigehalli,13.07,77.58,4.32,6772,Double,Girls,2,No,No,No,No,No,No,No,Yes,No,Yes,Yes,5,Veg,No,Yes,No,11:00 PM,29-04-2026,Available
838,horamavu,13.03,77.67,8.12,19513,Single,Girls,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,Non-Veg,No,No,Yes,10:00 PM,17-05-2026,Full
839,hebbal,13.035,77.597,0,7903,Triple,Co-ed,2,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,4,Both,No,Yes,Yes,No Curfew,15-05-2026,Available
840,kalyan nagar,13.025,77.64,4.9,4097,Triple,Girls,2,No,No,No,No,No,No,Yes,Yes,No,No,Yes,3,Veg,No,Yes,Yes,No Curfew,03-05-2026,Full
841,sahakar nagar,13.06,77.58,3.36,5739,Triple,Boys,2,No,Yes,No,No,No,Yes,No,No,No,No,No,5,Both,No,Yes,Yes,No Curfew,28-04-2026,Available
842,kothanur,13.06,77.65,6.5,5905,Triple,Co-ed,3,Yes,No,No,No,No,No,Yes,No,No,No,Yes,2,Veg,Yes,No,No,11:00 PM,27-04-2026,Available
843,vidyaranyapura,13.08,77.55,7.22,6538,Triple,Girls,3,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,1,Both,Yes,Yes,Yes,11:00 PM,22-04-2026,Full
844,vidyaranyapura,13.08,77.55,7.22,5627,Triple,Girls,3,No,No,No,No,No,No,No,No,No,Yes,Yes,3,Both,No,Yes,No,11:00 PM,02-05-2026,Available
845,kothanur,13.06,77.65,6.5,16645,Single,Girls,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2,Veg,No,No,No,11:00 PM,14-05-2026,Full
846,jakkur,13.08,77.6,5.01,10342,Double,Girls,2,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,4,Non-Veg,No,Yes,No,10:00 PM,22-04-2026,Full
847,bagalur,13.12,77.65,11.12,10479,Single,Girls,3,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,4,Both,No,No,No,9:00 PM,15-05-2026,Full
848,kammanahalli,13.02,77.635,4.53,17233,Single,Boys,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Veg,No,Yes,No,11:00 PM,09-05-2026,Available
849,rt nagar,13.022,77.594,1.48,5069,Triple,Co-ed,3,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,4,Non-Veg,No,No,Yes,9:00 PM,02-05-2026,Available
850,thanisandra,13.05,77.62,3.05,18846,Single,Boys,3,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,3,Both,Yes,No,No,11:00 PM,10-05-2026,Full
851,kothanur,13.06,77.65,6.5,5431,Triple,Boys,2,No,No,No,No,No,No,No,Yes,Yes,No,Yes,4,Veg,No,No,No,No Curfew,12-05-2026,Available
852,nagawara,13.04,77.62,2.61,10938,Double,Boys,2,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,2,Non-Veg,No,No,Yes,9:00 PM,09-05-2026,Available
853,kammanahalli,13.02,77.635,4.53,6874,Triple,Co-ed,2,No,No,No,No,No,No,No,Yes,Yes,No,Yes,2,Both,No,Yes,No,10:00 PM,14-05-2026,Available
854,bagalur,13.12,77.65,11.12,10135,Double,Boys,2,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,5,Both,No,Yes,No,No Curfew,05-05-2026,Available
855,kalyan nagar,13.025,77.64,4.9,7770,Double,Girls,3,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,4,Both,No,No,Yes,9:00 PM,13-05-2026,Available
856,hennur,13.05,77.64,5.06,11330,Single,Girls,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,1,Non-Veg,Yes,Yes,No,9:00 PM,04-05-2026,Available
857,vidyaranyapura,13.08,77.55,7.22,18049,Single,Co-ed,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,Both,No,Yes,No,No Curfew,21-04-2026,Full
858,hennur,13.05,77.64,5.06,10648,Single,Co-ed,2,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,3,Veg,No,No,Yes,10:00 PM,05-05-2026,Available
